Đơn hàng,KHSX,Khách hàng,Mã hàng,Tên hàng,Note,BOM,Loại hàng,Ngày giao,Tỉ lệ,Số lượng 1,Số lượng 2
SO2405-0026,MP24/05-049,INTERNATIONAL PROCUREMENT COMPANY,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV","Đơn hàng bao jumbo mẫu IPC (INTCO), Lưu ý: dây đai/quai phải màu xanh",Version 1,,5/23/2024,1.8,1,1.8
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-NX01-1,"Sợi PP, trắng UV, 800D, 2.91mm. [22TC-07UV]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-NX01-1,"Sợi PP, trắng UV, 800D, 2.91mm. [22TC-07UV]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-NX01-1,"Sợi PP, trắng UV, 800D, 2.91mm. [22TC-07UV]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB22-2,"Sợi PP, màu Beige có UV, 1650D, 2.20mm. [125TCJB-BE220322]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB22-2,"Sợi PP, màu Beige có UV, 1650D, 2.20mm. [125TCJB-BE220322]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB22-2,"Sợi PP, màu Beige có UV, 1650D, 2.20mm. [125TCJB-BE220322]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB22-2,"Sợi PP, màu Beige có UV, 1650D, 2.20mm. [125TCJB-BE220322]",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-BEPP-05,"Sợi PP, dệt đai, màu trắng đục, 2400D, 3.7mm.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-BEPP-05,"Sợi PP, dệt đai, màu trắng đục, 2400D, 3.7mm.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,10DAI-PPWHI-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu trắng.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TC004-01-DCOT,"Dây tape cột ống nạp, ống xả, PP màu trắng, W2cm - T6g/m, cắt dài 100cm, TL: 6g/cái.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,01JBO-TU001-08-0001,"Bao Jumbo màu trắng thân U có tráng, nắp trùm, ống xả, kích thước 90x90x110(cm), không in; TL: 1.9(Kg/cái) (Samho)",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB59,"Sợi PP, trắng UV, 1550D,2.05mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB59,"Sợi PP, trắng UV, 1550D,2.05mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB59,"Sợi PP, trắng UV, 1550D,2.05mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB59,"Sợi PP, trắng UV, 1550D,2.05mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB60,"Sợi PP, trắng UV, 1550D,4.8mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB60,"Sợi PP, trắng UV, 1550D,4.8mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB60,"Sợi PP, trắng UV, 1550D,4.8mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,SOI-JB60,"Sợi PP, trắng UV, 1550D,4.8mm (10%TC).",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,09GXP-TU001-08-0001,"[Kiểm bao - Cột bao - Xếp bao] Bao Jumbo màu trắng thân U có tráng, nắp trùm, ống xả, kích thước 90x90x110(cm), không in; TL: 1.9(Kg/cái) (Samho)",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,02MAY-TU001-08-0001,"May bao Jumbo màu trắng thân U có tráng, nắp trùm, ống xả, kích thước 90x90x110(cm), không in; TL: 1.9(Kg/cái) (Samho)",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-THAD,"Manh PP, màu trắng có tráng, K: 94.0cm x 323.0cm, cắt dài 323.0cm, đục lỗ Ø50cm + vẽ vòng may 55cm chính giữa manh, seal 2 bên mỗi bên 4cm;  TL:615.92g/cái.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-THAN,"Manh PP, màu trắng có tráng, K: 94.0cm x 121.0cm, cắt dài 121cm, seal âm 2 bên mỗi bên 4cm; TL: 245.35g/cái.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-NAP0,"Manh PP, màu trắng có tráng, K: 95.0cm x 375.0cm, cắt dài 375cm; TL: 285.43g/cái.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-OXA0,"Manh PP, màu trắng có tráng, K: 95.0cm x 185.0cm, cắt dài 185cm; TL: 140.81g/cái.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-MCD0,Miếng che đáy màu trắng có tráng; KT: 40.0x40.0cm; TL: 31.8g/cái,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-VMS0,Vải may sao màu trắng có tránh; KT: 10.0x10.0cm; TL: 2g/cái,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,10POC-TU001-08-0001,"Túi tài liệu PP/PE nắp đậy 6cm, KT: 22.0x29.0cm, KT PP tráng trong: 26.0x38.0cm; KT PE 80mic: 22.0x23.0cm; TL: 18g/cái",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-ROPP,"Dây rope PP,D=6mm, màu trắng, cắt dài 200cm, TL: 24.0g/sợi.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-DAIN,"Đai nâng mono màu trắng KT: 7.0x110.0cm, cắt thẳng 110.0cm, định vị 25-60-25cm; TL: 47.3g/cái",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,03CAT-TU001-08-0001-OPVC,"Ống nhựa PVC, đường kính trong 16mm x dày 2mm, màu xanh dương, cắt dài 4cm. TL:4g/cái",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH102120122202TRDU,"Vải manh PP trắng đục K.102.0cm tráng bóng ngoài ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2, tráng 30gsm; TL: 202.77g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH102120122202TRDU,"Vải manh PP trắng đục K.102.0cm tráng bóng ngoài ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2, tráng 30gsm; TL: 202.77g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH102120122202TRDU,"Vải manh PP trắng đục K.102.0cm tráng bóng ngoài ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2, tráng 30gsm; TL: 202.77g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH102120122202TRDU,"Vải manh PP trắng đục K.102.0cm tráng bóng ngoài ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2, tráng 30gsm; TL: 202.77g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH095080080076TRDU,"Vải manh PP trắng đục K.95.0cm tráng bóng ngoài; MĐ: 8.0x8.0, tráng 20gsm; TL: 76.11g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH095080080076TRDU,"Vải manh PP trắng đục K.95.0cm tráng bóng ngoài; MĐ: 8.0x8.0, tráng 20gsm; TL: 76.11g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THATRSAH095080080076TRDU,"Vải manh PP trắng đục K.95.0cm tráng bóng ngoài; MĐ: 8.0x8.0, tráng 20gsm; TL: 76.11g/m",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH104120122175TRDU,Vải manh PP trắng đục K.104.0cm ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2; TL: 175.55g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH104120122175TRDU,Vải manh PP trắng đục K.104.0cm ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2; TL: 175.55g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH104120122175TRDU,Vải manh PP trắng đục K.104.0cm ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2; TL: 175.55g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH104120122175TRDU,Vải manh PP trắng đục K.104.0cm ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2; TL: 175.55g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH097080080058TRDU,Vải manh PP trắng đục K.97.0cm; MĐ: 8.0x8.0; TL: 58.32g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH097080080058TRDU,Vải manh PP trắng đục K.97.0cm; MĐ: 8.0x8.0; TL: 58.32g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,THACUSAH097080080058TRDU,Vải manh PP trắng đục K.97.0cm; MĐ: 8.0x8.0; TL: 58.32g/m,Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,10DAI-MNWHI-01-0743,"Dây đai mono, 7.0cm x 43.0g/m, màu trắng",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,LDPE0004,"Cuộn LDPE, trắng trong, K56.0cm(+1.0/-0.0), TL: 87.5g/m, 85.0mic.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0052,MP24/05-050,CÔNG TY TNHH SAMHO,10ROP-PPWHI-01-0612,"Dây ROPE, D6mm x 12g/m, trắng đục.",Đơn hàng bao JB Samho giao 05/06/2024,Version 1,,6/5/2024,1.9,1000,1900
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SUI-TRANG,Sủi trắng,ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA060085G101TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), cắt răng cưa 90cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 100.63g/cái(+/-3). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA060085G101TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), cắt răng cưa 90cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 100.63g/cái(+/-3). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH050074G074INT.PIGL256,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 256 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH050074G074INT.PIGL257,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 257 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH060085INT.BRGL2.204,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 204 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH060085INT.BRGL2.205,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 205 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH050074G074INT.REGL305,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: RED GLOBE (BAGUETTE) CODE 305 (2+0) (Mã: 5000595). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH050074G074INT.REGL306,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: RED GLOBE (BAGUETTE) CODE 306 (2+0) (Mã: 5000595). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB050074INT.PIGL256,"Bao PP-In, trắng tẩy, K50x74LL, TL: 73.78g/cái, MK: PINK GLOBE - CODE 256 (2+0) [Mã: 5000591]. [Tép 20 cái gấp 3 code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB050074INT.PIGL257,"Bao PP-In, trắng tẩy, K50x74LL, TL: 73.78g/cái, MK: PINK GLOBE - CODE 257 (2+0) [Mã: 5000591]. [Tép 20 cái gấp 3 code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB050074INT.REGL305,"Bao PP-In, trắng tẩy, K50x74LL, TL: 73.78g/cái, MK: RED GLOBE (BAGUETTE) CODE 305 (2+0) [Mã: 5000595]. [Tép 20 cái gấp 03, code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB050074INT.REGL306,"Bao PP-In, trắng tẩy, K50x74LL, TL: 73.78g/cái, MK: RED GLOBE (BAGUETTE) CODE 306 (2+0) [Mã: 5000595]. [Tép 20 cái gấp 03, code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB060085INT.BRGL2.204,"Bao PP-In, trắng tẩy, K60x85LL, TL: 101.13g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 204 (2+0) (Mã: 5000998). [Tép 20 cái gấp 03, code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB060085INT.BRGL2.205,"Bao PP-In, trắng tẩy, K60x85LL, TL: 101.13g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 205 (2+0) (Mã: 5000998). [Tép 20 cái gấp 03, code ra ngoài]",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.102,5000,510
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
SO2405-0053,MP24/05-052,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",ĐH INTER GIAO HÀNG 4/6,Version 1,,6/4/2024,0.074,5000,370
